#b09558d5-740b-42a5-a098-d9d1e366362d
МКД|||78:31:0001283:3007|b09558d5-740b-42a5-a098-d9d1e366362d
КВ|1||78:31:0001283:3653|b403435b-ddf3-40e7-8140-7fc13f44a157
КВ|2||78:31:0001283:3672|d45699e5-4384-4115-9440-846650e8dc4d
КВ|6||78:31:0001283:3668|7da76109-d41c-49d2-8fde-98fe0845747e
КВ|14||78:31:0001283:3687|d4dd31c2-f0df-4fb2-8dc2-676199ad2bbe
КВ|15||78:31:0001283:3640|b34307c1-4694-4dbd-b4c7-331f8a9aa523
КВ|16||78:31:0001283:3641|eac1197d-9bb9-4225-8fab-3e6b5010dd20
КВ|25||78:31:0001283:3642|84c19115-644c-4843-8be0-880cc3c47a4e
КВ|28||78:31:0001283:3658|9d3c400c-335a-4812-ab66-f6efba851786
КВ|31||78:31:0001283:3659|b63a1c20-56b8-4760-ab2b-66fb81aff0bf
КВ|33||78:31:0001283:3673|04151086-a18a-4170-a8f9-473625ff1b94
КВ|34||78:31:0001283:3643|679dec2a-1fd8-4fee-bb79-117a88772a95
КВ|35||78:31:0001283:3644|27cae2cf-f358-428b-aa59-b0b55acfdad5
КВ|37||78:31:0001283:3674|51889ffa-95dd-4460-8aa9-e0c0c4e21d4d
КВ|38||78:31:0001283:3688|ee86f618-e103-4cd6-ae48-910b21bf056b
ЧКВ|38|1||0191d69c-72bc-747a-b0ec-dbbae0556d5b
ЧКВ|38|4||0191d69c-1ecc-788d-84b3-416767a1847e
КВ|39||78:31:0001283:3660|e0862d67-20e1-4338-b2ad-8cb33754a0f6
КВ|40||78:31:0001283:3675|00bf3fed-29be-4f4d-9782-23c222d06306
КВ|41||78:31:0001283:3645|4a136c25-62d1-48fc-bd0d-0e883e607d7a
КВ|42||78:31:0001283:3661|9b45e3b6-3d14-40cf-91b3-d6d3e6492216
КВ|43||78:31:0001283:3662|6b9a90d3-b760-47f3-820f-add5163d5b1c
КВ|44||78:31:0001283:3676|38121859-e936-4e59-aaed-837356ef58f0
КВ|45||78:31:0001283:3677|41b33ae7-4c1e-4e1d-9827-01baddb5e9f8
КВ|46||78:31:0001283:3654|8d215169-48b5-4a03-ba7a-f4b0e5203d15
КВ|47||78:31:0001283:3655|e52a371b-6982-4331-a417-9c60771d3f6e
КВ|48||78:31:0001283:3663|8ca6f9cf-4d32-4d21-92d1-8a62aaadb9d1
ЧКВ|48|1||0191d69d-4c94-7957-8eea-dbd57f18cf9e
ЧКВ|48|4||0196428b-a0a0-732d-8427-1fd7f94b05d0
ЧКВ|48|2,3||0191d69c-fa63-7abe-84b2-fb75fb27c44c
КВ|49||78:31:0001283:3664|0d148055-7d1f-4c27-8aad-474bfc89fd43
КВ|50||78:31:0001283:3678|a72c8b96-aa7f-47b3-bd14-b3e33d9e4367
КВ|51||78:31:0001283:3679|b1af6c4f-a997-4f63-b192-66e8f1c73c4a
ЧКВ|51|1||0191d69e-3680-7329-ab9d-5c6b6e5a3f58
ЧКВ|51|2||0191d69d-e06d-7d30-8acf-af317932c413
КВ|52||78:31:0001283:3646|97a7ab5b-71c4-48d8-bdd8-a73e4c90997a
КВ|53||78:31:0001283:3647|49fcc5b2-4223-42ad-8e36-317c725ac22a
КВ|54||78:31:0001283:3665|0e37ad1f-407f-4d67-be17-b0a4eb8e641e
КВ|55||78:31:0001283:3666|3cba8829-873e-4bd6-bdbf-e30af48bfffa
ЧКВ|55|3||0191d69f-398a-7483-b398-b901f798f29d
ЧКВ|55|5||0191d69f-f239-75a6-a73d-e61b49aa84c8
ЧКВ|55|6||0191d69f-a3b5-7c23-9ea6-67ccc03d862d
КВ|56||78:31:0001283:3680|7fefa7dc-061e-4386-92f4-52306c5e0eb4
КВ|57||78:31:0001283:3681|06a04dc7-bd35-4cde-918e-4b2d45afd8b4
КВ|58||78:31:0001283:3682|4bdae306-b333-4ed0-83eb-77794bd3a49f
КВ|59||78:31:0001283:3667|f07282df-63bd-477a-96c1-53df54278928
КВ|60||78:31:0001283:3683|75e4db04-c49e-48fe-b40b-3a3589ca615b
КВ|61||78:31:0001283:3669|ba5aef25-ed08-4f6b-bd0d-2d23e8a1770a
ЧКВ|61|1||0191d6a0-871f-7baf-8987-27f4e37a9cee
ЧКВ|61|2||0191d6a0-dd75-75ef-9c14-4419f53df140
КВ|62||78:31:0001283:3648|482ed05e-e4cd-45d0-b39a-d525e6f9191c
КВ|63||78:31:0001283:3649|7f96e62c-4bc5-4c31-8efb-c89f67fb37bd
КВ|65||78:31:0001283:3684|45381299-6ea3-476b-aff7-18e2a1131f50
КВ|66||78:31:0001283:3670|91ef1289-0a8e-4c40-9f9b-dde98a29bc2c
КВ|67||78:31:0001283:3650|58141656-9a5f-478c-822f-06a9635f841e
КВ|68||78:31:0001283:3685|c9f0152f-3f08-4cb3-9ae1-3ed47b997154
КВ|69||78:31:0001283:3671|0f954bf4-8057-47f8-8f3c-dd421f23e7ac
КВ|70||78:31:0001283:3686|5c823472-bd7a-4452-b649-ef69347ec5b0
КВ|71||78:31:0001283:3651|60ec2e32-6f52-48cb-b38b-fac8d853e538
КВ|72||78:31:0001283:3652|01218239-f9a1-4dd9-b385-b1a477e757f1
КВ|73||78:31:0001283:3656|cb9ff3f2-6724-4a22-b591-6a66bee0d640
КВ|80||78:31:0001283:3657|b8d05c54-b118-4dbb-a4d4-ac90b4bfe15e
ЧКВ|80|3||0191d6a1-d88a-79b8-adbe-b3e4bfe61880
ЧКВ|80|11||0191d6a2-3697-71be-be62-ba92373aba74
НЖ|1-Н||78:31:0001283:3689|86194a4b-f3ed-473b-b20f-c9cb2b9fce4f
НЖ|2-Н||78:31:0001283:3701|7b5824f1-3dfe-4813-81ab-f4b221dff0e3
НЖ|4-Н||78:31:0001283:3717|c0d2750b-49f0-4b64-9460-0a7112e3adb9
НЖ|9-Н||78:31:0001283:3719|65f5f6b2-5ded-4a7e-895e-bc3dc758fa58
НЖ|10-Н||78:31:0001283:3690|9080b156-2e4a-4282-a4e7-36377e0edac5
НЖ|13-Н||78:31:0001283:3693|019eef49-7217-78d7-a475-6134d5c688ce
НЖ|14-Н||78:31:0001283:4221|f41370f4-2cdd-4376-a361-d9ccc628d876
НЖ|19-Н||78:31:0001283:3699|685ed02a-b4e2-4e2b-a1b9-edfee575ba63
НЖ|20-Н||78:31:0001283:3702|8a5f25f4-1dd8-4fc8-8e0d-18e489a890e2
НЖ|21-Н||78:31:0001283:3703|08b33752-21d5-471b-90d5-1e0fd0cf402f
НЖ|22-Н||78:31:0001283:3704|ac39b688-0ec4-45e2-9be4-852d4afefad3
НЖ|23-Н||78:31:0001283:3705|7c3b0dc9-4217-491e-93d9-944ec94aa2a7
НЖ|27-Н||78:31:0001283:3709|019eef49-f398-74ef-9250-ae78c9ccabce
НЖ|29-Н||78:31:0001283:3710|e45df38d-504e-4ea3-b473-b336fd228849
НЖ|34-Н||78:31:0001283:3713|c7112f2b-5868-4593-8c29-a6cc53f00238
НЖ|35-Н||78:31:0001283:3714|8656e031-4ecc-4724-8586-e9335deb5294
НЖ|36-Н||78:31:0001283:3715|dd9a3156-c56b-49b4-89b3-c6a3d428c0be
НЖ|38-Н||78:31:0001283:3716|eb654d20-2112-4f5f-a58b-aef96c792cf5
НЖ|41-Н||78:31:0001283:3718|b6719d9a-b454-452b-9b1f-2b501f62aa43
НЖ|16-Н,30-Н||78:31:0001283:3696|0aa25c59-70f3-4c4b-9c49-1558776737c3
#bdb1214e-002c-4540-a369-201fdebb8947
МКД|||78:31:0001266:2043|bdb1214e-002c-4540-a369-201fdebb8947
КВ|1||78:31:0001266:2285|6374d70c-8b3b-4a82-ae28-b564558a4d21
КВ|2||78:31:0001266:2299|218bab86-0b0e-4ba3-9238-d72e02c9069f
КВ|3||78:31:0001266:2315|25d242fc-c795-4ef8-b6f2-cc315ae76e35
КВ|5||78:31:0001266:2292|0269ecb3-18eb-42ad-a2d7-0587bc78e330
КВ|6||78:31:0001266:2295|761cb345-e5ef-46cd-9421-e27bd9a69523
КВ|7||78:31:0001266:2308|be5787c7-ac9d-4219-aaea-3354f4e71743
КВ|8||78:31:0001266:2309|1852a3d5-57d9-4c5b-8611-a7a6fe2eae7f
КВ|9||78:31:0001266:2323|95e42630-4007-4f42-b64a-3ca97841192b
КВ|10||78:31:0001266:2310|1e8bf825-6cf8-4360-97f6-6c8e375f13df
КВ|11||78:31:0001266:2325|c3caa942-23bf-485a-88e1-72652ce82be8
КВ|12||78:31:0001266:2311|b201c670-6224-4541-9bf5-f76f05686691
КВ|13||78:31:0001266:2283|b5a95005-884d-412f-9828-e4db02700800
КВ|15||78:31:0001266:2286|57392dab-37b9-4cb0-bb73-5ceefd1fd8a8
КВ|16||78:31:0001266:2297|cbda28a5-c5ec-4e52-85d1-902fa5d33a04
КВ|17||78:31:0001266:2312|e8fd3aaa-bca6-4daa-bcb1-7481cd4ffcb0
КВ|18||78:31:0001266:2319|e4ff55e2-4509-48c4-bd55-c936dc4f64b5
КВ|19||78:31:0001266:2298|4b94aedc-9fd5-4886-b4b2-b5e3c3a908f2
КВ|20||78:31:0001266:2287|4c662621-2a0a-4c98-a777-c3dbe35e9614
КВ|21||78:31:0001266:2288|85af6a1b-da8f-4eba-a849-2e4c5f618366
КВ|22||78:31:0001266:2300|ae5eab1d-c20d-4bf2-af4c-02999a1534d5
КВ|23||78:31:0001266:2301|527d3f81-3dfd-4629-b49f-8accea9f397b
КВ|24||78:31:0001266:2313|3cc2e232-4580-4486-a3a5-e463d126ab1f
КВ|25||78:31:0001266:2314|b0942aa8-2e55-4728-8cd1-a0c3bc64b6c3
КВ|26||78:31:0001266:2302|52bc30ea-5d8a-4946-a981-c5bf4cb64fb1
КВ|28||78:31:0001266:2320|f1710824-9a39-426b-8a75-d79a67141a8f
КВ|29||78:31:0001266:2321|25857e8b-35ae-40cb-a384-5444411dd9f2
КВ|30||78:31:0001266:2289|c64592f8-6f93-42ca-9c6a-78eb2285b247
КВ|33||78:31:0001266:2290|311ac35e-fd6e-4ff0-b817-1af9639da1ff
КВ|34||78:31:0001266:2303|8c72ef81-7310-4b27-bea9-87865a9624d6
ERR|35|||08d57da9-e450-4330-82a2-41566d1acabb
КВ|36||78:31:0001266:2291|fe04f219-7513-41c3-a376-6428f5e3804c
КВ|37||78:31:0001266:2304|1d5e02f9-1449-423f-ad8f-e3f392772870
КВ|42||78:31:0001266:2317|763dbbce-ec36-4aa8-8d43-ee35d8c142a3
КВ|43||78:31:0001266:2305|6e5e6196-88df-411b-93b5-854b93775fb5
КВ|44||78:31:0001266:2306|406ec4a6-cfac-44de-89f5-64aeba378554
КВ|45||78:31:0001266:2307|3bbfc889-9684-4f64-b1a1-76440c19840f
КВ|48||78:31:0001266:2296|006b076c-e205-4507-91d4-9eb4f1887c27
КВ|51||78:31:0001266:2293|92ef85d6-e579-4ab3-b960-bb89d984d384
КВ|52||78:31:0001266:2294|a38010c6-86f9-45ba-a1ec-73ffca9dd774
КВ|53||78:31:0001266:2318|54852952-cdac-4af3-a143-700d80ca54ae
КВ|55||78:31:0001266:2316|a2daeb9e-4c65-4042-90d2-87b53fa4bce0
КВ|56||78:31:0001266:2284|1ab841d3-e547-418c-89f6-c8f6ec9aac74
КВ|57||78:31:0001266:2322|eba4269c-bf71-4670-932c-563af6a5028c
КВ|9а||78:31:0001266:3297|f897d6cf-b2e0-4255-9838-f98ab146af18
КВ|9б||78:31:0001266:3296|95580f9b-46e7-4999-9600-f9d4b742d4d0
КВ|22а||78:31:0001266:2324|d381ada8-e5bb-48c4-930e-baf7d7f682e9
НЖ|2-Н||78:31:0001266:3051|29270759-28cb-45c7-8d63-5926e364a832
НЖ|3-Н||78:31:0001266:3056|8b26593a-2f49-4930-b352-6f631273d271
НЖ|5-Н||78:31:0001266:3064|70a12f70-bd71-4e4c-ad1b-8bd3192332e1
НЖ|7-Н||78:31:0001266:3069|040c1b55-3fd4-4d68-940c-4294cf99d385
НЖ|11-Н||78:31:0001266:3041|d8875e19-d698-4223-af5b-8d7f1a7bf745
НЖ|12-Н||78:31:0001266:3042|c0b878ec-1dbf-41a4-b44f-9f1722455926
