#c8505862-7039-4afb-9c96-9e96311956a7
МКД|||78:31:0001283:3030|c8505862-7039-4afb-9c96-9e96311956a7
КВ|4||78:31:0001283:4307|8bde2d2c-6478-4419-99b1-093bbcf56d66
КВ|5||78:31:0001283:3542|6da122cb-4136-43bc-8cce-2c5f0847446a
КВ|7||78:31:0001283:3528|5a573c37-0907-4fc8-9ff8-fb6e73f11f0f
КВ|8||78:31:0001283:3533|29f05fa4-4036-4c40-9185-2644e296b647
КВ|9||78:31:0001283:3534|a61496f5-94a3-4d5d-98bb-ad821ed6482f
КВ|10||78:31:0001283:3535|3010d44f-77f4-4651-9f76-729b2b49295c
КВ|11||78:31:0001283:3536|c63bb1ce-352b-437f-b2c0-f096e9273159
КВ|12||78:31:0001283:4566|41bb83d2-d959-4a1a-aaa2-2056cd2f3c16
КВ|13||78:31:0001283:3544|6189dbb4-56b5-4bcb-8195-bad07048d796
КВ|14||78:31:0001283:3545|4d3edd3d-3a1a-4f00-937b-40cb1681135f
КВ|16||78:31:0001283:3525|75a37299-7f84-4e14-8030-104b38490b2b
КВ|17||78:31:0001283:3537|ff82db5f-2b29-4a90-8471-7b440e05a27b
ЧКВ|17|1||bf461236-9b2c-488c-baff-fde0c16e3546
ЧКВ|17|3||c0744fd6-8c8b-4b40-a9d1-13de0e61b54d
ЧКВ|17|2,5||a6f30d0a-a588-4614-8cc7-1d59c97daf4b
ЧКВ|17|6,4||70e53082-530c-4504-b9c7-3e6c7a55cce2
КВ|18||78:31:0001283:3552|267a8bad-0233-4fe9-beaf-e5c54e19c078
ЧКВ|18|1||2cf5da2e-dc24-4298-8b2c-f0694339bb90
ЧКВ|18|5||013d6c4c-66f7-45b0-9b4e-6d939a4715a5
ЧКВ|18|7||bcb5bf77-65fb-40e5-a55a-c1a58f7db59a
ЧКВ|18|2,6||5b458ba5-35e7-4736-be3d-87d48723da20
КВ|19||78:31:0001283:3527|4f2f04bf-3f70-45b9-a376-e903408d947f
КВ|20||78:31:0001283:3530|04d402dc-348e-4fab-ac72-a0e17c712243
КВ|21||78:31:0001283:3538|ccbd64c7-5e1d-43d6-9962-472f59fe7247
КВ|22||78:31:0001283:3546|97d03262-2e08-483a-a6ef-e2c4fa1c6cdf
КВ|23||78:31:0001283:3539|dbacdd9f-8982-4247-aee7-8a8183a6fcab
КВ|24||78:31:0001283:3551|e652f112-a807-49cf-8197-5a34b4dcb615
ЧКВ|24|1||790837e4-4305-4772-aa97-557dbe616103
ЧКВ|24|2||a7228f0b-c5d4-4f2e-a6be-6b0f4c31cbc4
ЧКВ|24|3||1d7a2115-2459-43d6-844c-13fb4f901626
КВ|25||78:31:0001283:3547|1fccff4b-e78f-4fae-ae4b-4f13370081d1
КВ|26||78:31:0001283:3548|182812f4-3bfa-4844-b965-2d1ac694c7d4
КВ|37||78:31:0001283:3529|39376b49-e352-46ef-a6c5-08a1f0eac44b
КВ|38||78:31:0001283:3531|020eb5e6-0c16-4c9c-8719-e4097691a926
КВ|41||78:31:0001283:3532|62f76a7d-7722-4bb2-b05d-a1aed448cb00
КВ|42||78:31:0001283:3549|1bf64a3b-8688-4e28-b612-60a10b7366bb
ЧКВ|42|3||3ea83dc7-cb8b-4207-ad5b-e947292ca5c8
ЧКВ|42|1,2||32a6e1fa-370c-46ca-93ea-451ca08d03eb
КВ|43||78:31:0001283:3541|2d0c7ea6-b666-4cb4-923a-f5e8daee83db
КВ|44||78:31:0001283:3550|c92dc7a3-06d1-4745-a174-892e1c0740fa
НЖ|1-Н||78:31:0001283:3553|ed9bb873-e41c-48b8-836c-32359825b657
НЖ|2-Н||78:31:0001283:3561|b9bf3612-5828-42a0-81b0-9ab8993a33e3
НЖ|4-Н||78:31:0001283:3569|5041fc4e-f568-473b-a4d1-60a83538ec6a
